;EAN;Referencia;;Nombre;Coste;Precio;;P.V.P.;Beneficio;%MC;%MV;Stock;;Proveedor;Clasificación;
Actualizado desde fichero o API;8410757102940;;;SNONAS GEL SANITARIO 100ML SPA;0,950 €;1,64 €;21 %;1,99 €;0,69 €;72,6 %;42,1 %;0;804;ALFONSO CLEMARES(LEJIA);ASEO PERSONAL;
Actualizado desde fichero o API;8410757102926;;;SNONAS GEL SANITARIO 100ML VAINILLA;0,950 €;1,64 €;21 %;1,99 €;0,69 €;72,6 %;42,1 %;0;953;ALFONSO CLEMARES(LEJIA);ASEO PERSONAL;
Normal;8410757101271;;;SNONAS TALCO PIES 100GRS;0,950 €;1,64 €;21 %;1,99 €;0,69 €;72,6 %;42,1 %;9;46;ALFONSO CLEMARES(LEJIA);;
Normal;8436538552100;1117935;;SOLUPHARM SOLUCION UNICA PACK DUPLO 2X360ML;4,970 €;9,18 €;10 %;10,10 €;4,21 €;84,7 %;45,9 %;0;-1;SERVICIOS Y SOLUCIONES MEDICAS Y FARMACÉUTICAS, S.L. [ CARMEX ];...;
Normal;8436538553015;1135095;;SOLUPHARM SOLUCION UNICA PACK DUPLO 2X500ML+PORTALENTES;6,810 €;9,99 €;10 %;10,99 €;3,18 €;46,7 %;31,8 %;0;-1;SERVICIOS Y SOLUCIONES MEDICAS Y FARMACÉUTICAS, S.L. [ CARMEX ];...;
Actualizado desde fichero o API;8410436369640;;;SOMAT LAVAV LIQ 53D;3,522 €;5,78 €;21 %;6,99 €;2,26 €;64,1 %;39,1 %;0;678;BEMALU;LIMPIEZA;
Actualizado desde fichero o API;8428033001030;;;SOSA CAUSTICA DIRNA 1000GRS;2,464 €;3,93 €;21 %;4,75 €;1,47 €;59,5 %;37,3 %;-64;1;DPH S. L .;LIMPIEZA;
Actualizado desde fichero o API;8436032030319;;;SOSA CAUSTICA MPL PERLAS 1KG;1,483 €;3,26 €;21 %;3,95 €;1,78 €;119,8 %;54,5 %;-11;333;MEDITERRANEA DE LIMPIEZA [ MPL ];LIMPIEZA;
Normal;8410857142037;1012561;;SOSA CAUSTICA PQS PERLAS 1KG;2,114 €;3,26 €;21 %;3,95 €;1,15 €;54,2 %;35,1 %;1;223;PQS;LIMPIEZA;
Normal;5901761900729;;;SPA NAIL THERAPY CONDITIONER ARGAN ELIXIR;0,440 €;3,30 €;21 %;3,99 €;2,86 €;650,0 %;86,7 %;-10;147;DESARROLLOS EMPRESARIALES [ AMBIENTAIR ];COLORIDO CONSUMO;
Normal;5901761902082;;;SPA NAIL X-TREME GEL EFFECT 12ML;0,440 €;3,30 €;21 %;3,99 €;2,86 €;650,0 %;86,7 %;-7;356;DESARROLLOS EMPRESARIALES [ AMBIENTAIR ];COLORIDO CONSUMO;
Actualizado desde fichero o API;8411114087276;1139112;;SPIDER-MAN GEL DE DUCHA&CHAMPÚ 2D 400ML;2,489 €;3,26 €;21 %;3,95 €;0,77 €;31,0 %;23,6 %;-12;186;AIR-VAL;GELES INFANTILES;
Normal;8411114090382;1154096;;SPIDERMAN GEL/CHAMPU DE BAÑO 400ML;1,384 €;3,26 €;21 %;3,95 €;1,88 €;135,6 %;57,5 %;0;165;AIR-VAL;ASEO PERSONAL;
Creado en TPV;8411114089577;1149370;;SPIDERMAN MOCHILA EDT 50ML+GEL 300ML;10,682 €;15,69 €;21 %;18,99 €;5,01 €;46,9 %;31,9 %;2;189;AIR-VAL;COLONIA ESTUCHE CONSUMO INFANTIL;
Actualizado desde fichero o API;8411114087436;1139114;;SPIDERMAN RIÑONERA EDT50+LLAVERO EN PACK;7,829 €;14,04 €;21 %;16,99 €;6,21 €;79,3 %;44,2 %;0;945;AIR-VAL;PERFUMERIA CONSUMO;
Actualizado desde fichero o API;8411125116422;1158030;;SPLASH AMBIENTADOR SPRAY 300ML COLONIA INFANTIL;0,771 €;2,07 €;21 %;2,50 €;1,30 €;168,5 %;62,8 %;9;4;ZELNOVA(THOMIL);LIMPIEZA;
Actualizado desde fichero o API;8411125116446;1158031;;SPLASH AMBIENTADOR SPRAY 300ML EXPLOSION FLORAL;0,771 €;2,07 €;21 %;2,50 €;1,30 €;168,5 %;62,8 %;8;0;ZELNOVA(THOMIL);LIMPIEZA;
Actualizado desde fichero o API;8411125115647;1132714;;SPLASH AMBIENTADOR SPRAY 300ML INCIENSO;0,771 €;2,07 €;21 %;2,50 €;1,30 €;168,5 %;62,8 %;20;1;ZELNOVA(THOMIL);LIMPIEZA;
Actualizado desde fichero o API;8411125115838;1132711;;SPLASH AMBIENTADOR SPRAY 300ML LAVANDA;0,771 €;2,07 €;21 %;2,50 €;1,30 €;168,5 %;62,8 %;1;38;ZELNOVA(THOMIL);LIMPIEZA;
Actualizado desde fichero o API;8411125115753;1132708;;SPLASH AMBIENTADOR SPRAY 300ML LIMON;0,771 €;2,07 €;21 %;2,50 €;1,30 €;168,5 %;62,8 %;4;0;ZELNOVA(THOMIL);LIMPIEZA;
Creado en TPV;8411125116170;1132707;;SPLASH AMBIENTADOR SPRAY 300ML ROPA LIMPIA;0,774 €;2,07 €;21 %;2,50 €;1,30 €;167,4 %;62,6 %;9;6;;AMBIENTADORES SPRAY;
Actualizado desde fichero o API;8411125115821;1132710;;SPLASH AMBIENTADOR SPRAY 300ML ROSAS;0,771 €;2,07 €;21 %;2,50 €;1,30 €;168,5 %;62,8 %;-1;13;ZELNOVA(THOMIL);LIMPIEZA;
Actualizado desde fichero o API;8411125115814;1132709;;SPLASH AMBIENTADOR SPRAY 300ML VAINILLA;0,771 €;2,07 €;21 %;2,50 €;1,30 €;168,5 %;62,8 %;17;5;ZELNOVA(THOMIL);LIMPIEZA;
Actualizado desde fichero o API;8411125115999;1096613;;SPLASH LIMPIADOR SALPICADEROS COCHES SPRAY 800ML;1,310 €;2,47 €;21 %;2,99 €;1,16 €;88,5 %;47,0 %;8;15;ZELNOVA(THOMIL);LIMPIEZA;
Normal;3384121218191;1029930;;SPONTEX BAYETA MICROFIBRA KIT 4UD;2,411 €;4,09 €;21 %;4,95 €;1,68 €;69,6 %;41,0 %;0;-1;MAPA SPONTEX [ SPONTEX ];LIMPIEZA;
Normal;3384127909857;1151577;;SPONTEX BAYETA MICROFIBRAS COLLECTION 2+1;0,890 €;2,02 €;21 %;2,45 €;1,13 €;127,0 %;55,9 %;-8;120;MAPA SPONTEX [ SPONTEX ];LIMPIEZA;
Normal;3384126720217;;;SPONTEX ESTROPAJOS JABONOSOS 10UD;0,960 €;1,64 €;21 %;1,99 €;0,68 €;70,8 %;41,5 %;3;50;COVALDROPER GRUPO;;
Normal;3245429870170;1042499;;SPONTEX GUANTES FINOS EXTRA 100 GUANTES T-MEDIANA (7-7 1/2) DESECHABLES;4,700 €;6,60 €;21 %;7,99 €;1,90 €;40,4 %;28,8 %;0;969;GROSSEN VERBRAUCH;LIMPIEZA;
Normal;3245429870163;1042498;;SPONTEX GUANTES FINOS EXTRA 100 GUANTES T-PEQUENA (6-6 1/2) DESECHABLES;3,763 €;6,60 €;21 %;7,99 €;2,84 €;75,4 %;43,0 %;0;824;GROSSEN VERBRAUCH;LIMPIEZA;
Actualizado desde fichero o API;8411061073797;1157897;;SPRINGFIELD ATTITUDE CAJA LANZAMIENTO 6 EDT+16SETS;164,310 €;288,42 €;21 %;348,99 €;124,11 €;75,5 %;43,0 %;0;-1;PUIG CONSUMO;COLONIA ENVASADA CONSUMO MASCULINA;
Creado en TPV;8411061021880;1157830;;SPRINGFIELD ATTITUDE EDT SPRAY 100ML SPORT;7,833 €;12,39 €;21 %;14,99 €;4,56 €;58,2 %;36,8 %;0;176;PUIG CONSUMO;COLONIA ENVASADA CONSUMO MASCULINA;
Creado en TPV;8411061020067;1157829;;SPRINGFIELD ATTITUDE EDT SPRAY 100ML TRUE;7,833 €;12,39 €;21 %;14,99 €;4,56 €;58,2 %;36,8 %;0;174;PUIG CONSUMO;COLONIA ENVASADA CONSUMO MASCULINA;
Actualizado desde fichero o API;8411061055007;1157833;;SPRINGFIELD ATTITUDE TOR LANZAMIENTO 4SETS+2EDT;52,237 €;78,01 €;21 %;94,39 €;25,77 €;49,3 %;33,0 %;1;-1;PUIG CONSUMO;COLONIA ESTUCHE CONSUMO FEMENINA;
Actualizado desde fichero o API;8410961305045;;;STAR COTT BASTNCILLOS BABY 50UD CARTON;0,605 €;1,24 €;21 %;1,50 €;0,64 €;105,0 %;51,2 %;0;27;BEMALU;ASEO PERSONAL;
Actualizado desde fichero o API;8410961302730;1067044;;STAR COTT BASTONCILLOS HIGIENICOS 50UN SEGURIDAD;0,549 €;1,24 €;21 %;1,50 €;0,69 €;125,9 %;55,7 %;0;812;VARIOS;ANEXOS;
Actualizado desde fichero o API;8410961305038;;;STAR COTT BASTONCILLOS PAPEL 200UD;0,569 €;1,24 €;21 %;1,50 €;0,67 €;117,9 %;54,1 %;-51;1;DPH S. L .;ASEO PERSONAL;
Actualizado desde fichero o API;8410961302334;1067054;;STAR COTT ESPARADRAPO 5MX2CM TELA COLOR PIEL;0,497 €;0,91 €;10 %;1,00 €;0,41 €;83,1 %;45,4 %;-5;3;DPH S. L .;ANEXOS;
Actualizado desde fichero o API;8410961301023;1067050;;STAR COTT TIRA ADHESIVA 20UN INFANTILES;0,290 €;0,91 €;10 %;1,00 €;0,62 €;213,8 %;68,1 %;-18;12;DPH S. L .;ANEXOS;
Creado en TPV;4752256001435;;;STAR COTT TIRITAS;0,287 €;0,83 €;21 %;1,00 €;0,54 €;189,2 %;65,4 %;-84;1;;;
Actualizado desde fichero o API;672935648888;1107419;;STAR WARS ESTUCHE CEPILLO LASER LUZ&SONIDOINF;7,930 €;10,70 €;21 %;12,95 €;2,77 €;34,9 %;25,9 %;0;903;LORENAY;ANEXOS;
Actualizado desde fichero o API;8410621484042;;;STICK CORTASANGRE DISNA BARRITA;1,514 €;2,47 €;21 %;2,99 €;0,96 €;63,1 %;38,7 %;-10;4;DPH S. L .;ANEXOS;
Normal;4044941009094;;;STYLE BLACK GUANTES NITRILO 100UD GDE;7,394 €;10,74 €;21 %;12,99 €;3,35 €;45,3 %;31,1 %;1;211;BEMALU;;
Actualizado desde fichero o API;8433295058999;;;SUA MAYORDOMO CON 2000ML CAPRICHO;1,037 €;1,28 €;21 %;1,55 €;0,24 €;23,4 %;19,0 %;0;390;IBEROCEANO;;
Actualizado desde fichero o API;8433295053208;1068360;;SUA MAYORDOMO CONC 2000ML TALCO;1,037 €;1,28 €;21 %;1,55 €;0,24 €;23,4 %;19,0 %;0;357;AGRADO COSMETICS;LIMPIEZA;
Actualizado desde fichero o API;8411582230495;1124964;;SUAV ASEVI CONC 1500ML PURO FRESCO;1,188 €;2,02 €;21 %;2,45 €;0,83 €;70,0 %;41,2 %;0;41;AGERUL;LIMPIEZA;
Actualizado desde fichero o API;8411582230525;1133053;;SUAV ASEVI CONC 1500ML ROSA MOSQUETA;1,307 €;2,02 €;21 %;2,45 €;0,71 €;54,5 %;35,3 %;0;0;AGERUL;LIMPIEZA;
Actualizado desde fichero o API;8414716130081;;;SUAV CABELLO ANIAN 1000ML VERDE;0,944 €;1,24 €;21 %;1,50 €;0,30 €;31,4 %;23,9 %;-1;24;DPH S. L .;ASEO PERSONAL;
Normal;8411582230549;;;SUAV CONC ASEVI 1380ML BABY HIPOALERGENICO;1,307 €;2,02 €;21 %;2,45 €;0,71 €;54,5 %;35,3 %;-30;0;PONS QUIMICAS ASEVI [ ASEVI ];LIMPIEZA;
Actualizado desde fichero o API;8411582230426;1066948;;SUAV CONC ASEVI TALCO ROSA 60D 1500ML;1,301 €;2,02 €;21 %;2,45 €;0,72 €;55,3 %;35,6 %;47;3;PONS QUIMICAS ASEVI [ ASEVI ];LIMPIEZA;
Normal;8411897125493;;;SUAV CONC LUZIL 500ML;0,500 €;0,83 €;21 %;1,00 €;0,33 €;66,0 %;39,8 %;0;605;DPH S. L .;LIMPIEZA;
Normal;8720181269592;1162070;;SUAV CONC MIMOSIN 1500ML PRO FIBRA 60+15LAV AZUL;1,941 €;2,47 €;21 %;2,99 €;0,53 €;27,3 %;21,4 %;-2;1;UNILEVER (LIMPIEZA);LIMPIEZA;
Actualizado desde fichero o API;8410104880118;1098808;;SUAV FLOR AZUL 2310ML 44D;1,772 €;2,47 €;21 %;2,99 €;0,70 €;39,4 %;28,3 %;22;87;RECKITT;LIMPIEZA;
Actualizado desde fichero o API;8410104112332;1011991;;SUAV FLOR AZUL CONC 144D;3,210 €;4,92 €;21 %;5,95 €;1,71 €;53,3 %;34,8 %;0;-1;RECKITT;LIMPIEZA;
Actualizado desde fichero o API;8410104910594;;;SUAV FLOR AZUL CONC 89D;1,790 €;3,30 €;21 %;3,99 €;1,51 €;84,4 %;45,8 %;0;319;DPH S. L .;LIMPIEZA;
Actualizado desde fichero o API;8410104914356;;;SUAV FLOR AZUL DILUIDO 50D;1,677 €;2,47 €;21 %;2,99 €;0,79 €;47,3 %;32,1 %;-113;1;DPH S. L .;LIMPIEZA;
Actualizado desde fichero o API;8410104895464;1011989;;SUAV FLOR CONC AZUL 53D 1035ML;1,516 €;2,47 €;21 %;2,99 €;0,95 €;62,9 %;38,6 %;-72;0;DPH S. L .;LIMPIEZA;
Actualizado desde fichero o API;8410104142643;1012003;;SUAV FLOR CONC NENUCO 53D 1035ML;1,516 €;2,47 €;21 %;2,99 €;0,95 €;62,9 %;38,6 %;-17;0;RECKITT;LIMPIEZA;
Actualizado desde fichero o API;8410104880125;1098809;;SUAV FLOR NENUCO 44D;1,777 €;2,47 €;21 %;2,99 €;0,69 €;39,0 %;28,1 %;-5;27;RECKITT;LIMPIEZA;
Creado en TPV;8410104912970;;;SUAV FLOR ORIGINAL 63D;0,000 €;2,47 €;21 %;2,99 €;2,47 €;0,0 %;100,0 %;-8;1;;;
Actualizado desde fichero o API;8410104013172;1101150;;SUAV FLOR PROF 4800ML 106D IND;4,592 €;6,57 €;21 %;7,95 €;1,98 €;43,1 %;30,1 %;4;54;RECKITT;LIMPIEZA;
Creado en TPV;8410104914332;;;SUAV FLOR PROFESIONAL 125D;0,000 €;5,74 €;21 %;6,95 €;5,74 €;0,0 %;100,0 %;-39;3;;;
Actualizado desde fichero o API;8001090130990;1100847;;SUAV LENOR  FRESCOR ABRIL 42D;1,406 €;2,06 €;21 %;2,49 €;0,65 €;46,5 %;31,8 %;-4;47;LOGISTA;LIMPIEZA;
Actualizado desde fichero o API;4084500299016;1055796;;SUAV LENOR 4000ML 200DOS.;6,244 €;8,26 €;21 %;9,99 €;2,02 €;32,3 %;24,4 %;2;88;LOGISTA;LIMPIEZA;
Normal;8006540002926;;;SUAV LENOR 40D 1LITRO;1,561 €;2,19 €;21 %;2,65 €;0,63 €;40,3 %;28,7 %;76;54;LOGISTA;LIMPIEZA;
Actualizado desde fichero o API;4015400917380;1100850;;SUAV LENOR 600ML 26D;0,852 €;1,53 €;21 %;1,85 €;0,68 €;79,6 %;44,3 %;-7;788;LOGISTA;LIMPIEZA;
Normal;8006540659557;;;SUAV LENOR AZUL 42D;1,561 €;2,14 €;21 %;2,59 €;0,58 €;37,1 %;27,1 %;-96;42;DPH S. L .;;
Actualizado desde fichero o API;8001090124791;1099101;;SUAV LENOR CONC 1050ML;1,396 €;2,22 €;21 %;2,69 €;0,82 €;59,0 %;37,1 %;0;-1;LOGISTA;LIMPIEZA;
Actualizado desde fichero o API;8001841997421;;;SUAV LENOR CONC 23D;0,832 €;1,45 €;21 %;1,75 €;0,62 €;74,3 %;42,6 %;-12;288;DPH S. L .;LIMPIEZA;
Actualizado desde fichero o API;4015600648503;1055781;;SUAV LENOR CONC 600ML 26D;1,074 €;1,53 €;21 %;1,85 €;0,46 €;42,5 %;29,8 %;128;-1;LOGISTA;LIMPIEZA;
Actualizado desde fichero o API;8001090124593;1099102;;SUAV LENOR CONCE 1050ML ESMERALDA/FLOR MARFIL;1,564 €;2,47 €;21 %;2,99 €;0,91 €;57,9 %;36,7 %;0;934;LOGISTA;LIMPIEZA;
Actualizado desde fichero o API;8001090130907;1100848;;SUAV LENOR CONCE 1050ML ORQUIDEA DORADA;1,564 €;2,14 €;21 %;2,59 €;0,58 €;36,8 %;26,9 %;0;886;LOGISTA;LIMPIEZA;
Actualizado desde fichero o API;8001090130938;1100849;;SUAV LENOR CONCE 1050ML RUBI Y JAZMIN;1,564 €;2,14 €;21 %;2,59 €;0,58 €;36,8 %;26,9 %;0;734;LOGISTA;LIMPIEZA;
Normal;8006540926840;;;SUAV LENOR PROFESIONAL SPRING BREEZE 200D;6,244 €;8,26 €;21 %;9,99 €;2,02 €;32,3 %;24,4 %;-2;17;DPH S. L .;;
Actualizado desde fichero o API;8433295053215;1068361;;SUAV MAYORDOMO CONC 2000ML FLORAL;1,037 €;1,28 €;21 %;1,55 €;0,24 €;23,4 %;19,0 %;-1;353;AGRADO COSMETICS;LIMPIEZA;
Normal;8720181269608;;;SUAV MIMOSIN CARICIAS 60+15D;1,711 €;2,47 €;21 %;2,99 €;0,76 €;44,4 %;30,7 %;-1;12;DPH S. L .;;
Actualizado desde fichero o API;8714100184547;;;SUAV MIMOSIN CONC 190D AZUL VITAL;3,705 €;5,78 €;21 %;6,99 €;2,08 €;56,0 %;35,9 %;0;327;UNILEVER (LIMPIEZA);;
Actualizado desde fichero o API;8720181116629;1141564;;SUAV MIMOSIN CONC 60D ALOE VERA;1,139 €;2,47 €;21 %;2,99 €;1,33 €;116,9 %;53,9 %;-3;340;UNILEVER (LIMPIEZA);SUAVIZANTE ROPA CONCENTRADO;
Actualizado desde fichero o API;8720181243851;1141565;;SUAV MIMOSIN CONC 60D AZUL VITAL;1,681 €;2,47 €;21 %;2,99 €;0,79 €;46,9 %;31,9 %;-60;3;UNILEVER (LIMPIEZA);LIMPIEZA;
Actualizado desde fichero o API;8720181243905;1020853;;SUAV MIMOSIN CONC 60D CARICIAS;1,681 €;2,47 €;21 %;2,99 €;0,79 €;46,9 %;31,9 %;-19;1;UNILEVER (LIMPIEZA);LIMPIEZA;
Actualizado desde fichero o API;8720181116636;1141649;;SUAV MIMOSIN CONC 60D FRESCOR PRIMAVERA;1,150 €;2,47 €;21 %;2,99 €;1,32 €;114,8 %;53,4 %;1;411;UNILEVER (LIMPIEZA);SUAVIZANTE ROPA CONCENTRADO;
Actualizado desde fichero o API;8720181116612;1107395;;SUAV MIMOSIN CONC 60D JAZMIN;1,139 €;2,47 €;21 %;2,99 €;1,33 €;116,9 %;53,9 %;0;-1;UNILEVER (LIMPIEZA);SUAVIZANTE ROPA CONCENTRADO;
Actualizado desde fichero o API;8720181116582;1107400;;SUAV MIMOSIN CONC 60D MOUSSEL;1,139 €;2,47 €;21 %;2,99 €;1,33 €;116,9 %;53,9 %;0;550;UNILEVER (LIMPIEZA);SUAVIZANTE ROPA CONCENTRADO;
Actualizado desde fichero o API;8720181160455;;;SUAV MIMOSIN CONC 90D AZUL VITAL;1,739 €;2,47 €;21 %;2,99 €;0,73 €;42,0 %;29,6 %;0;302;UNILEVER (LIMPIEZA);LIMPIEZA;
Actualizado desde fichero o API;8720181160479;;;SUAV MIMOSIN CONC 90D MOUSSEL;1,535 €;2,47 €;21 %;2,99 €;0,94 €;60,9 %;37,9 %;0;236;DPH S. L .;LIMPIEZA;
Actualizado desde fichero o API;8711600905054;1028364;;SUAV MIMOSIN CONC AZUL 500ML;0,659 €;1,28 €;21 %;1,55 €;0,62 €;94,2 %;48,5 %;0;621;UNILEVER (LIMPIEZA);LIMPIEZA;
Actualizado desde fichero o API;8720181117886;;;SUAV MIMOSIN CREACIONES 60D AZUL;2,265 €;3,26 €;21 %;3,95 €;0,99 €;43,9 %;30,5 %;-1;3;UNILEVER (LIMPIEZA);LIMPIEZA;
Actualizado desde fichero o API;8720181117916;;;SUAV MIMOSIN CREACIONES 60D CEREZO GRANADA;2,704 €;3,26 €;21 %;3,95 €;0,56 €;20,6 %;17,1 %;-56;0;DPH S. L .;LIMPIEZA;
Actualizado desde fichero o API;8720181117893;1107402;;SUAV MIMOSIN CREACIONES 60D TIARE FRUTOS ROJOS;2,265 €;3,26 €;21 %;3,95 €;0,99 €;43,9 %;30,5 %;-7;1;UNILEVER (LIMPIEZA);LIMPIEZA;
Actualizado desde fichero o API;8710447389584;1115561;;SUAV MIMOSIN DILUIDO 33D AZUL;1,476 €;2,47 €;21 %;2,99 €;0,99 €;67,3 %;40,2 %;-56;10;UNILEVER (LIMPIEZA);LIMPIEZA;
Actualizado desde fichero o API;8710447389614;1115562;;SUAV MIMOSIN DILUIDO 33D CARICIAS;1,418 €;2,47 €;21 %;2,99 €;1,05 €;74,2 %;42,6 %;-24;10;UNILEVER (LIMPIEZA);LIMPIEZA;
Actualizado desde fichero o API;8436032039404;;;SUAV NEONOB 50D;2,288 €;3,30 €;21 %;3,99 €;1,01 €;44,2 %;30,7 %;-4;416;MEDITERRANEA DE LIMPIEZA [ MPL ];LIMPIEZA;
Actualizado desde fichero o API;8410498180078;1120495;;SUAV ORO COCO MELOCOTON 2LTS;1,178 €;2,02 €;21 %;2,45 €;0,84 €;71,5 %;41,7 %;0;676;QUIMICAS ORO;LIMPIEZA;
Actualizado desde fichero o API;8410498170505;1120491;;SUAV ORO CONCENTRADO AZUL 2000ML;1,302 €;2,02 €;21 %;2,45 €;0,72 €;55,1 %;35,5 %;-1;302;QUIMICAS ORO;LIMPIEZA;
Actualizado desde fichero o API;8410498180061;1120494;;SUAV ORO CONCENTRADO FRESCOR 2000ML;1,310 €;2,02 €;21 %;2,45 €;0,71 €;54,2 %;35,1 %;32;557;QUIMICAS ORO;LIMPIEZA;
Actualizado desde fichero o API;8410498180085;1120496;;SUAV ORO CONCENTRADO LAVANDA YLANG 2000ML;1,036 €;2,02 €;21 %;2,45 €;0,98 €;95,0 %;48,7 %;0;852;QUIMICAS ORO;LIMPIEZA;
Actualizado desde fichero o API;8410498180108;1120497;;SUAV ORO CONCENTRADO NARANJA Y SANDALO 2000ML;1,302 €;2,02 €;21 %;2,45 €;0,72 €;55,1 %;35,5 %;-4;298;QUIMICAS ORO;LIMPIEZA;
Actualizado desde fichero o API;8410498180047;1120492;;SUAV ORO FRESCOR 2000ML;1,310 €;2,02 €;21 %;2,45 €;0,71 €;54,2 %;35,1 %;0;445;QUIMICAS ORO;LIMPIEZA;
Actualizado desde fichero o API;8410498180054;1120493;;SUAV ORO NUTRIVE 2000ML;1,302 €;2,02 €;21 %;2,45 €;0,72 €;55,1 %;35,5 %;-47;320;QUIMICAS ORO;LIMPIEZA;
Actualizado desde fichero o API;8410498180092;1120498;;SUAV ORO ROSA MOSQUETA 2000ML;1,397 €;2,02 €;21 %;2,45 €;0,62 €;44,6 %;30,8 %;0;299;QUIMICAS ORO;LIMPIEZA;
Actualizado desde fichero o API;8006540660096;1158024;;SUAV ROPA CONC LENOR  575ML FRESCOR ABRIL;0,937 €;1,48 €;21 %;1,79 €;0,54 €;58,0 %;36,7 %;-108;42;LOGISTA;LIMPIEZA;
Actualizado desde fichero o API;8410046701373;1103901;;SUAV SAN CONC 59D 1440ML CELESTE;1,218 €;1,86 €;21 %;2,25 €;0,64 €;52,7 %;34,5 %;-12;3;PERSAN;LIMPIEZA;
Actualizado desde fichero o API;8410046701434;1010957;;SUAV SAN CONC 59D 1440ML FLORAL;1,218 €;1,86 €;21 %;2,25 €;0,64 €;52,7 %;34,5 %;-39;3;PERSAN;LIMPIEZA;
Actualizado desde fichero o API;8410046701397;1064863;;SUAV SAN CONC 59D 1440ML RADIANTE;1,090 €;1,86 €;21 %;2,25 €;0,77 €;70,6 %;41,4 %;0;-1;PERSAN;LIMPIEZA;
Actualizado desde fichero o API;8410046701427;1010960;;SUAV SAN CONC 59D 1440ML VELVET;1,218 €;1,86 €;21 %;2,25 €;0,64 €;52,7 %;34,5 %;-36;1;PERSAN;LIMPIEZA;
Actualizado desde fichero o API;8410046701441;1010961;;SUAV SAN CONC 59D TALCO ROSA;1,218 €;1,86 €;21 %;2,25 €;0,64 €;52,7 %;34,5 %;-46;6;PERSAN;LIMPIEZA;
Actualizado desde fichero o API;8410046701175;1116254;;SUAV SAN CONC 80D ESENCIA RECORDAR;1,384 €;2,88 €;21 %;3,49 €;1,50 €;108,1 %;51,9 %;1;90;PERSAN;LIMPIEZA;
Actualizado desde fichero o API;8410046701182;1116251;;SUAV SAN CONC 80D FLORAL;1,384 €;2,88 €;21 %;3,49 €;1,50 €;108,1 %;51,9 %;3;117;PERSAN;LIMPIEZA;
Actualizado desde fichero o API;8410046701229;1125755;;SUAV SAN CONC 80D ROSA;1,384 €;2,88 €;21 %;3,49 €;1,50 €;108,1 %;51,9 %;0;90;PERSAN;LIMPIEZA;
Actualizado desde fichero o API;8410046701199;1116253;;SUAV SAN CONC 80D SOÑAR;1,384 €;2,88 €;21 %;3,49 €;1,50 €;108,1 %;51,9 %;-2;89;PERSAN;LIMPIEZA;
Actualizado desde fichero o API;8410046701342;;;SUAV SAN CONC AIRE DE VERANO;1,017 €;1,64 €;21 %;1,99 €;0,62 €;61,3 %;38,0 %;-9;416;PERSAN;LIMPIEZA;
Normal;8410436139328;1017032;;SUAV VERNEL  AZUL 44D 2250ML;1,843 €;2,47 €;21 %;2,99 €;0,63 €;34,0 %;25,4 %;21;55;HENKEL DETERGENTES;LIMPIEZA;
Normal;8410436451161;;;SUAV VERNEL CIELO AZUL 54D;2,598 €;3,76 €;21 %;4,55 €;1,16 €;44,7 %;30,9 %;-15;0;DPH S. L .;;
Normal;8410436441766;;;SUAV VERNEL CONC 70D AROMATERAPIA LIRIO;1,886 €;2,88 €;21 %;3,49 €;0,99 €;52,7 %;34,5 %;1;14;DPH S. L .;LIMPIEZA;
Normal;8410436441384;;;SUAV VERNEL CONC 70D AZUL;1,886 €;2,88 €;21 %;3,49 €;0,99 €;52,7 %;34,5 %;-13;1;DPH S. L .;LIMPIEZA;
Actualizado desde fichero o API;8410436220941;1033539;;SUAV VERNEL CONC AZUL 54D;1,367 €;2,02 €;21 %;2,45 €;0,65 €;47,8 %;32,3 %;-25;62;HENKEL DETERGENTES;LIMPIEZA;
Actualizado desde fichero o API;8410436221023;1046076;;SUAV VERNEL DELICADO CONC 54D 1300ML;1,265 €;2,02 €;21 %;2,45 €;0,76 €;59,7 %;37,4 %;-8;68;HENKEL DETERGENTES;LIMPIEZA;
Creado en TPV;8410046701519;;;SUAVI SAN 53+6 DS LAVAND;1,097 €;1,86 €;21 %;2,25 €;0,76 €;69,5 %;41,0 %;2;3;;;
Actualizado desde fichero o API;4009175943866;;;SUAVIZ FROSCH ZERO 750ML;0,000 €;2,31 €;21 %;2,79 €;2,31 €;0,0 %;100,0 %;0;749;BEMALU;LIMPIEZA;
Actualizado desde fichero o API;8412428010066;1138802;;SUPERZINGS NECESER 3D SQUEASHY GRANDE EDT 50ML;5,067 €;14,01 €;21 %;16,95 €;8,94 €;176,5 %;63,8 %;0;945;LORENAY;PERFUMERIA CONSUMO;
Actualizado desde fichero o API;8001841935119;1162151;;SWIFFER PLUMERO RECAMBIO 6UD;2,361 €;4,92 €;21 %;5,95 €;2,56 €;108,4 %;52,0 %;-864;8;LOGISTA;...;
Actualizado desde fichero o API;8410436357722;1131837;;SYOSS PACK CHAMPU 500ML + ACONDICIONADOR 500ML CABELLO LARGO;1,720 €;3,60 €;21 %;4,35 €;1,88 €;109,3 %;52,2 %;0;-1;HENKEL IBERICA COSMETICA [ HENKEL IBERICA ];ASEO PERSONAL;
Normal;8411014101911;1141900;;TAKY CREMA DEPILATORIA 200ML ACEITE NATURAL PACK 2UN;2,747 €;3,72 €;21 %;4,50 €;0,97 €;35,4 %;26,2 %;0;493;DIFUSION CONSUMO IDESA;DEPILATORIOS QUIMICOS;
